"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸"
"39305","ko","¿ë¸¶»ê","https://korean.visitseoul.net/nature/¿ë¸¶»ê/KOP039305?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP039305"," ¼­¿ï Áß¶û±¸ ¸é¸ñµ¿ »ê 1-4 ","02257 ¼­¿ï Áß¶û±¸ ¿ë¸¶»ê·Î 250-12 (¿ë¸¶¹è¼öÁö, ¿ë¸¶»êµ¹»ê°ø¿ø) ","02-2094-2340","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200597","","¸ÅÀÏ","","ÁöÇÏÃ¶ 7È£¼± ¿ë¸¶»ê¿ª 2¹ø Ãâ±¸,  553m"
"1943","ko","¿ë¸¶ÆøÆ÷°ø¿ø","https://korean.visitseoul.net/nature/¿ë¸¶ÆøÆ÷°ø¿ø/KOP001943?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001943","131-812 ¼­¿ï Áß¶û±¸ ¸é¸ñµ¿ »ê 1-4 ","02257 ¼­¿ï Áß¶û±¸ ¿ë¸¶»ê·Î 250-12 (¸é¸ñµ¿, ¿ë¸¶ÆøÆ÷°ø¿ø°ü¸®»ç¹«¼Ò) ","02-2094-2965","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200599","¡Ø ÀÎ°øÆøÆ÷ °¡µ¿±â°£ : 5~8¿ù(4°³¿ù°£) Åº·ÂÀû¿î¿µ ÀÚ¼¼ÇÑ »çÇ×Àº È¨ÆäÀÌÁö¸¦ Âü°íÇØÁÖ¼¼¿ä.","¿ù¿äÀÏ ~ ÀÏ¿äÀÏ ","","ÁöÇÏÃ¶ 7È£¼± ¿ë¸¶»ê¿ª 1¹ø Ãâ±¸,  325m"
"1306","ko","¿ë»ê°¡Á·°ø¿ø","https://korean.visitseoul.net/nature/¿ë»ê°¡Á·°ø¿ø/KOP001306?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001306","140-026 ¼­¿ï ¿ë»ê±¸ ¿ë»êµ¿6°¡ 68-90 ","04383 ¼­¿ï ¿ë»ê±¸ ¼­ºù°í·Î 185 (¿ë»ê°ø¿ø) ","	02-792-5661","","¿¬Áß 24½Ã°£ °³¹æ ","¿ù¿äÀÏ~ÀÏ¿äÀÏ ","","ÁöÇÏÃ¶ °æÀÇÁß¾Ó¼± / 4È£¼± ÀÌÃÌ¿ª 2¹ø Ãâ±¸,  724m ÁöÇÏÃ¶ °æÀÇÁß¾Ó¼± ¼­ºù°í¿ª 1¹ø Ãâ±¸, 678m"
"29798","ko","¿ìÀÌµ¿°è°î","https://korean.visitseoul.net/nature/¿ìÀÌµ¿°è°î/KOP029798?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029798","142-871 ¼­¿ï °­ºÏ±¸ ¿ìÀÌµ¿ 234-1 ","01000 ¼­¿ï °­ºÏ±¸ »ï¾ç·Î181±æ 141-5 (¿ìÀÌ»êÀå) ","02-997-8365 (ºÏÇÑ»ê±¹¸³°ø¿ø ¿ìÀÌºĞ¼Ò)","","","","","ÁöÇÏÃ¶ ¿ìÀÌ½Å¼³¼± ºÏÇÑ»ê¿ìÀÌ¿ª 1¹ø Ãâ±¸,  1.5km"
"1562","ko","¿ìÀå°ø¿ø","https://korean.visitseoul.net/nature/¿ìÀå°ø¿ø/KOP001562?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001562"," ¼­¿ï °­¼­±¸ ³»¹ß»êµ¿ »ê 4-5 ","07647 ¼­¿ï °­¼­±¸ °øÇ×´ë·Î42±æ 51-22 (³»¹ß»êµ¿, °­¼­Ã»¼Ò³âÈ¸°ü) ","02-2600-4185","","","¿ù¿äÀÏ~ÀÏ¿äÀÏ","","ÁöÇÏÃ¶ 5È£¼± ¹ß»ê¿ª 5¹ø Ãâ±¸,  1.1km"
"2119","ko","¿ùµåÄÅ°ø¿ø","https://korean.visitseoul.net/nature/¿ùµåÄÅ°ø¿ø/KOP002116?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002116","121-250 ¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ »ó¾Ïµ¿ 481-6 ","03900  ¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ÇÏ´Ã°ø¿ø·Î 86 "," 02-300-5500","http://parks.seoul.go.kr/template/sub/worldcuppark.do","ÆòÈ­ÀÇ °ø¿ø, ³­ÁöÃµ°ø¿ø, ³­ÁöÇÑ°­°ø¿øÀº »ó½Ã°³¹æ ÇÏ´Ã°ø¿ø, ³ëÀ»°ø¿øÀº ÀÏ¸ô½Ã°£+2½Ã°£ºÎÅÍ °ø¿ø ÅëÁ¦   (¸Å´Ş ÅëÁ¦½Ã°£ÀÌ ´Ù¸£´Ï È¨ÆäÀÌÁö¿¡¼­ È®ÀÎ ¹Ù¶ø´Ï´Ù.)","","","ÁöÇÏÃ¶ 6È£¼± ¿ùµåÄÅ°æ±âÀå¿ª 1¹ø Ãâ±¸,  565m ÁöÇÏÃ¶ 6È£¼± ¸¶Æ÷±¸Ã»¿ª 8¹ø Ãâ±¸,  637m"
"38861","ko","¿ùµåÄÅ°ø¿ø ¹İ·Á°ß³îÀÌÅÍ","https://korean.visitseoul.net/nature/¿ùµåÄÅ°ø¿ø-¹İ·Á°ß³îÀÌÅÍ/KOP038861?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP038861"," ¼­¿ï ¸¶Æ÷±¸ »ó¾Ïµ¿ 1535 ","03901 ¼­¿ï ¸¶Æ÷±¸ Áõ»ê·Î 32 (»ó¾Ïµ¿, ¾È³»¼Ò) ","02-2124-2835","http://animal.seoul.go.kr/animalplay","","","","ÁöÇÏÃ¶ 6È£¼± ¿ùµåÄÅ°æ±âÀå¿ª 1¹ø Ãâ±¸,  771m"
"1605","ko","ÀÀºÀ ¾Ïº® µî¹İ °ø¿ø","https://korean.visitseoul.net/nature/ÀÀºÀ-¾Ïº®-µî¹İ-°ø¿ø/KOP001605?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001605","133-080 ¼­¿ï ¼ºµ¿±¸ ÀÀºÀµ¿ 269-4","04742 ¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ µ¶¼­´ç·Î60±æ 13-1 (ÀÀºÀµ¿) ","02-2286-5674","","","","","ÁöÇÏÃ¶ °æÀÇÁß¾Ó¼± 1¹ø Ãâ±¸,  668m"
"3617","ko","ÀÌÃÌ ÇÑ°­°ø¿ø","https://korean.visitseoul.net/nature/ÀÌÃÌ-ÇÑ°­°ø¿ø/KOP003617?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003617","140-031 ¼­¿ï½Ã ¿ë»ê±¸ ÀÌÃÌµ¿ 302-17 ","04427 ¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ ÀÌÃÌ·Î72±æ 62  (ÀÌÃÌµ¿) ","02-3780-0551","https://hangang.seoul.go.kr/archives/46695","","","","ÁöÇÏÃ¶ °æÀÇÁß¾Ó/ 4È£¼± ÀÌÃÌ¿ª 4¹ø Ãâ±¸,  1.2km"
"37130","ko","ÀÏÀÚ»êÇãºêÃµ¹®°ø¿ø","https://korean.visitseoul.net/nature/ÀÏÀÚ»êÇãºêÃµ¹®°ø¿ø/KOP037130?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP037130"," ¼­¿ï °­µ¿±¸ µĞÃÌµ¿ »ê86 ","134-060 ¼­¿ï °­µ¿±¸ µĞÃÌµ¿ »ê86 ","","https://www.gangdong.go.kr/web/culture/contents/gdc010_020_030","","","","ÁöÇÏÃ¶ 9È£¼± Áß¾Óº¸ÈÆº´¿ø¿ª 3¹ø Ãâ±¸,  342 °£¼±¹ö½º, 2312 Áö¼±¹ö½º Å¾½ÂÇÏ¿© ±æµ¿ÀÚ¿¬»ıÅÂ°ø¿ø Á¤·ùÀå ÇÏÂ÷,  296m"
"4023","ko","Àá½Ç ÇÑ°­°ø¿ø","https://korean.visitseoul.net/nature/Àá½Ç-ÇÑ°­°ø¿ø/KOP004023?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP004023","138-220 ¼­¿ï ¼ÛÆÄ±¸ Àá½Çµ¿ 1-1","138-220 ¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ÇÑ°¡¶÷·Î 65  (Àá½Çµ¿) ","02-3780-0511","https://hangang.seoul.go.kr/archives/46639","","","","ÁöÇÏÃ¶ 2/8È£¼± Àá½Ç¿ª 5¹ø Ãâ±¸,  1.4km"
"43287","zh-CN","ñéÕÈô¹ùÁğ§","https://chinese.visitseoul.net/nature/Áß¶ûÃµ-Á¦¹æ/CNP001981?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP001981","01770 âÏ?÷å?ã¼ ñéÕÈ? ØüÙÌÔ×ò¢? ","01770 âÏ?÷å?ã¼ ñéÕÈ? ØüÙÌÔ×ò¢? ","+82-2-938-9520","https://www.jrecocenter.or.kr/","","","","ò¢?7?? ñéûúó× 3?õóÏ¢,  685m ò¢?1?? ãæ×ì?ó× 3?õóÏ¢,  523m ò¢?1?? ??èâ??ÓŞ?ó× 2?õóÏ¢,  697m"
"35307","ko","Áß¶ûÄ·ÇÎ½£","https://korean.visitseoul.net/nature/Áß¶ûÄ·ÇÎ½£/KOP035307?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP035307"," ¼­¿ï Áß¶û±¸ ¸Á¿ìµ¿ 76 ","02062 ¼­¿ï Áß¶û±¸ ¸Á¿ì·Î87±æ 110 (¸Á¿ìµ¿, Ä·ÇÎÀå°ü¸®¼Ò) Áß¶ûÄ·ÇÎÀå","0507-1348-8138","https://www.seoul.go.kr/storyw/campingjang/jungnang.do","Ä·ÇÎÀå ÀÔ½Ç 13:00 ~ Åğ½Ç ÀÍÀÏ 11:00 ¹Ùº£Å¥Àå ÀÔ½Ç 11:00 ~ Åğ½Ç ´çÀÏ 21:00","¸ÅÀÏ","","ÁöÇÏÃ¶ °æÀÇÁß¾Ó¼± ¾ç¿ø¿ª 2¹øÃâ±¸,  140m"
"37532","ko","Áö¾ç»ê","https://korean.visitseoul.net/nature/Áö¾ç»ê/KOP037532?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP037532"," ¼­¿ï ¾çÃµ±¸ ½Å¿ùµ¿  ","08037 ¼­¿ï ¾çÃµ±¸ ½Å¿ùµ¿  »ê 158-1","","","","","","ÁöÇÏÃ¶ 2È£¼± ½ÅÁ¤³×°Å¸®¿ª,  98¹ø ¹ö½º Å¾½Â. ½ÅÁ¤ÀÌÆæÇÏ¿ì½º1´ÜÁö¾ÆÆÄÆ® Á¤·ùÀå ÇÏÂ÷,  332m"
"35622","ko","È­¶û´ë Ã¶µµ°ø¿ø","https://korean.visitseoul.net/nature/È­¶û´ëÃ¶µµ°ø¿ø/KOP035622?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP035622"," ¼­¿ï ³ë¿ø±¸ °ø¸ªµ¿ 29-51 ","01802 ¼­¿ï ³ë¿ø±¸ È­¶û·Î 608 (°ø¸ªµ¿) È­¶û´ë Ã¶µµ°ø¿ø","","","24½Ã°£ ¿î¿µ","","¿¬Áß¹«ÈŞ","ÁöÇÏÃ¶ 6È£¼± È­¶û´ë¿ª 4¹ø Ãâ±¸,  857m"
"8020","ko","È­¶û·Î ³«¿±°Å¸®","https://korean.visitseoul.net/nature/È­¶û·Î-³«¿±°Å¸®/KOP008020?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP008020","139-240 ¼­¿ï ³ë¿ø±¸ °ø¸ªµ¿ À°±º»ç°üÇĞ±³ ÀÏ´ë","01805 ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ °ø¸ªµ¿ À°±º»ç°üÇĞ±³ ÀÏ´ë ","02-120","","","","","ÁöÇÏÃ¶ 6È£¼± È­¶û´ë¿ª 4¹ø Ãâ±¸,  858m"
"28702","zh-CN","áÈêÅÖØ","https://chinese.visitseoul.net/nature/áÈêÅÖØ1/CNP028658?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP028658"," âÏ?ã¼ñé?Ñõ?Ô×51-1? ","04528 âÏ?ñé?áÈêÅÖØ 3 ","","","","","","ò¢?4??  ??ó× 5?õóÏ¢,  294m"
"39707","ko","È¿Ã¢°ø¿ø","https://korean.visitseoul.net/nature/È¿Ã¢°ø¿ø-/KOP039707?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP039707"," ¼­¿ï ¿ë»ê±¸ È¿Ã¢µ¿ 255 ","04311 ¼­¿ï ¿ë»ê±¸ È¿Ã¢¿ø·Î 177-18 (È¿Ã¢°ø¿ø) ","","","","¸ÅÀÏ","","ÁöÇÏÃ¶ °æÀÇÁß¾Ó/ 6È£¼± È¿Ã¢°ø¿ø¾Õ¿ª 1¹ø Ãâ±¸,  717m"
"23187","ja","«³«É«¯(ÍÔ?)â©?ßæ÷¾Íëê®","https://japanese.visitseoul.net/nature/godeok-waterfront-ecological-park-jp/JPP002130?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002130","134-080 «½«¦«ëã¼Ë°ÔÔ?ÍÔ?Ô× 374-1 ìé?"," «½«¦«ëã¼«««ó«É«ó(Ë°ÔÔ)?«³«É«¯«É«ó(ÍÔ?Ô×)ìé? ","+82-2-426-0755","https://hangang.seoul.go.kr/www/facility/map.tab?srchCd=9704","","","","ò¢ù»?5?àÊ¡¸«³«É«¯¡¹?4ÛãõóÏ¢, «««ó«É«ó(Ë°ÔÔ)01Ûã«Ş«¦«ë«Ğ«¹ªË?ó³ª·¡¢¡¸ò±ãÛß§åö«»«ó«¿?¡¹ïÎ×ºá¶ªÇù»ó³ı­¡¢å³1km "
"23468","ja","«Û«¸«å«óĞÎ×öÍëê®","https://japanese.visitseoul.net/nature/guam-park-jp/JPP002027?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002027","157-807 «½«¦«ëã¼Ë°à¤?Ê¢åÕÔ× 1471Ûãò¢","07525 «½«¦«ëã¼«««ó«½(Ë°à¤)?«Û«¸«å«ó«í5«®«ë42«®«ë (Ê¢åÕÔ×)","+82-2-2600-4196","","","","","ò¢ù»?9?àÊ¡¸«««ä«ó¡¹?1ÛãõóÏ¢,  741m"
"23543","ko","¹®È­ºñÃà±âÁö","https://korean.visitseoul.net/nature/parksseoul/KOP023543?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP023543","121-250 ¼­¿ï ¸¶Æ÷±¸ ¼º»êµ¿ 661 ","03914 ¼­¿ï ¸¶Æ÷±¸ Áõ»ê·Î 87 (¼º»êµ¿) ","02-376-8410","http://parks.seoul.go.kr/template/sub/culturetank.do","°ø¿ø-¿¬Áß¹«ÈŞ »ó½Ã°³¹æ / ÅÊÅ©-10:00~18:00","°ø¿ø- ¿¬Áß¹«ÈŞ »ó½Ã°³¹æ / ÅÊÅ©-È­¿äÀÏ~ÀÏ¿äÀÏ","¿ù¿äÀÏ(ÅÊÅ©)","ÁöÇÏÃ¶ 6È£¼± ¿ùµåÄÅ°æ±âÀå¿ª(¼º»ê) 2¹ø Ãâ±¸,  790m"
"29461","ja","«Ú«Ü«ó«µ«ó(?Üèß£)ĞÎ×öÍëê®","https://japanese.visitseoul.net/nature/baebongsan-neighborhood-park-jp/JPP029459?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP029459"," «½«¦«ëÔÔÓŞÚ¦?îïÒÜÔ×ß£32-20 ","02509 «½«¦«ëã¼«È«ó«Ç«à«ó(ÔÔÓŞÚ¦)?«Ï«ó«Á«ç«ó«í43«®«ë22 («Á«ç«ó«Î«ó«É«ó(îğÒÜÔ×)) ","+82-2-2127-4398","","","","","ò¢ù»?1?àÊ/«­«ç«ó«¤¡¤«Á«å«ó«¢«ó(ÌÈëù?ñéäç)àÊ¡¸«Á«ç«ó«Ë«ã«ó«Ë¡¹?4ÛãõóÏ¢,  ªòõóªÆ¡¸«Á«ç«ó«Ë«ã«ó«Ë?¡¤?üµ«»«ó«¿?(3Ûã?ªêíŞ)¡¹ª«ªé2230Ûãò¨àÊ«Ğ«¹ªË?ó³ª·¡¢¡¸?Üèá³?Îè.îğÒÜéÔà÷«¢«Ñ?«È¡¹ïÎ×ºá¶ªÇù»ó³ı­¡¢703m"
"29833","ja","«Ú«¯«µ«·«ë(ÛÜŞããø)?ÍÛ","https://japanese.visitseoul.net/nature/baeksasil-valley-jp/JPP029797?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP029797","110-830 «½«¦«ëã¼ñ£ÖØ?ãæ?Ô×115 ","03019 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«»«´«à«¸«ç«ó«í6«®«ë98 ","+82-2148-2854","","","","","ò¢ù»?3?àÊ¡¸«­«ç«ó«Ü«Ã«¯«ó¡¹?3ÛãõóÏ¢,  1711Ûã¡¢7018Ûã¡¢7016Ûãò¨àÊ«Ğ«¹ªË?ó³ª·¡¢¡¸«Á«ã«Ï«à«ó«È«ó«Í«ëìıÏ¢.à´÷çïÍ¡¹,  514m"
"29938","ja","«Ñ«ó«İ¡¤«Ï«ó«¬«ó(Úïøİ¡¤ùÓË°)ã¼ÚÅÍëê®","https://japanese.visitseoul.net/nature/banpo-hangang-park-jp/JPP003968?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003968","137-040 «½«¦«ëã¼ßúõ®?ÚïøİÔ×115-5 ","137-040 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«·«ó«Ğ«ó«İ«í11«®«ë39 (ÚïøİÔ×)","+82-2-591-5943","https://hangang.seoul.go.kr/archives/46727","24ãÁÊà  [êÅÎÃûöİÄâ©ê¡?ãÁÊà] «ª«Õ«·?«º«ó(4?6êÅ¡¢9?10êÅ) :(?üŞ20İÂ)12:00/19:30/20:00/20:30/21:00 «ª«ó«·?«º«ó(7~8êÅ) :(?üŞ20İÂ)12:00/19:30/20:00/20:30/21:00/21:30  *ï³ÕôªÎÕÈŞ¨ªòÛÁª°ª¿ªá¡¢?ßÚ?üÏªË?ª¸ªÆİÄâ©ªÎê¡?ªòïÎò­ª·ªŞª¹¡£","","","ò¢ù»?3?àÊ/7?àÊ/9?àÊ¡¸«³«½«¯«¿?«ß«Ê«ë¡¹?8-1ÛãõóÏ¢,  1.1km"
"11074","ja","ûğìÌÙşûùÍëê®","https://japanese.visitseoul.net/nature/hongdae-playground-jp/JPP011070?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP011070"," «½«¦«ëã¼Ø«øİ?à¤ÎéÔ× 359 «Û«ó«¤«¯(ûğìÌ)ÓŞ?Îè"," «½«¦«ëã¼«Ş«İ(Ø«øİ)?«ï«¦«µ«ó«í21«®«ë19-3 (à¤ÎéÔ×)«Û«ó«¤«¯(ûğìÌ)ÓŞ?ÎèïáÚ¦îñ","","","","","","ò¢ù»?6?àÊ¡¸«µ«ó«¹¡¹?1ÛãõóÏ¢,  549m"
"1577","ja","«¿«×«³«ëÍëê®","https://japanese.visitseoul.net/nature/tapgol-park-jp/JPP001577?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP001577","110-122 «½«¦«ëã¼ñ£ÖØ?ñ¤ÖØ2Ê¶38-1 ","110-122 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Á«ç«ó«í99 (ñ¤ÖØ2Ê¶)","+82-2-731-0534","http://japanese.seoul.go.kr/%E7%94%9F%E6%B4%BB%E6%83%85%E5%A0%B1/%E8%87%AA%E7%84%B6%E5%90%8D%E6%89%80%E5%85%AC%E5%9C%92/%E5%85%AC%E5%9C%92/?pidx=3","ù¾Ìù(3êÅ¡­10êÅ) 09:00-18:00 ÔÏÌù(11êÅ¡­2êÅ) 09:00-17:00","?ìí","","ò¢ù»?1?àÊ/3?àÊ/5?àÊ¡¸«Á«ç«ó«Î«µ«à«¬(«¿«×«³«ëÍëê®)¡¹?1ÛãõóÏ¢,  249m ò¢ù»?1?àÊ¡¸«Á«ç«ó«¬«¯¡¹?3ÛãõóÏ¢,  413m"
"22886","ja","«×«ë«°«¡«ó«Á«ç«ó(?ÎÃô¹)","https://japanese.visitseoul.net/nature/bulgwangcheon-jp/JPP002257?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002257"," «½«¦«ëã¼ëÚøÁ??ÎÃÔ×¡¢à¤ÓŞÚ¦?İÁÊ¥ñ¥Ô×ìé? "," «½«¦«ëã¼«¦«ó«Ô«ç«ó(ëÚøÁ)?«×«ë«°«¡«ó«É«ó(?ÎÃÔ×)¡¢«½«Ç«à«ó(à¤ÓŞÚ¦)?«Ö«¯«««¸«å«ï«É«ó(İÁÊ¥ñ¥Ô×)ìé? ","","","","","","ò¢ù»?6?àÊ¡¸«¦«ó«¢«à¡¹?4ÛãõóÏ¢,  185m"
"48459","en","Cafe Relax","https://english.visitseoul.net/nature/caferelax/ENPqpz1gt?utm_source=seoulopendata&utm_medium=nature&utm_content=ENPqpz1gt"," 236 Ui-dong, Gangbuk-gu, Seoul ","01000 Cafe Relax, 01000 142, Samyang-ro 181-gil, Gangbuk-gu, Seoul ","+82-507-1334-1829","https://www.instagram.com/cafe_relax._","11:00 ~ 21:30","Daily","","Subway Ui-Sinseol Line, Bukhansan Ui Station, Exit 1,  824m"
"34","ko","Ã»°èÃµ","https://korean.visitseoul.net/nature/Ã»°èÃµ/KOP000034?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP000034","110-110 ¼­¿ï Á¾·Î±¸ ¼­¸°µ¿ 146 ","03187 ¼­¿ï Á¾·Î±¸ ¹«±³·Î 37 (¼­¸°µ¿) ","02-2290-6114","https://www.sisul.or.kr/open_content/cheonggye/ ","","","","ÁöÇÏÃ¶ 1/2È£¼± ½ÃÃ»¿ª 4¹ø Ãâ±¸, 384m"
"31956","ja","«Î«É«¥«ë«½«à(«Î«É«¥«ëÓö)","https://japanese.visitseoul.net/nature/nodeulseom-island-jp/JPP031922?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP031922","140-030 «½«¦«ëã¼×£ß£?ì£õ½Ô×302-146 ³ëµé¼¶","04427 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«ä«ó«Ë«ç«ó«í445 (ì£õ½Ô×) ","+82-2-749-4500","https://japanese.nodeul.org/","è©èâÍöÊàªÏ24ãÁÊàËÒÛ¯ 3êÅ~10êÅ: ûı~ÑÑ10:00 ~ 21:00 (KST) / ÷Ïìíõæ 10:00 ~ 22:00 (KST) 11êÅ~2êÅ: ûı~ìíèøìí 10:00~20:00 (KST)","","","ò¢ù»?1?àÊ¡¸«è«ó«µ«ó¡¹?1ÛãõóÏ¢ª«ªé¡¸«·«Ë«ç«ó«µ«ó?¡¹ïÎ×ºá¶(03-004)ªËì¹ÔÑª·¡¢«Î«É«¥«ë«½«à(«Î«É«¥«ëÓö)Û°Øüú¼ª­ªÎ«Ğ«¹ªË?ó³¡¢¡¸«Î«É«¥«ë«½«à(«Î«É«¥«ëÓö)¡¹ïÎ×ºá¶(03-340)ªÇù»ó³ı­¡¢å³125m  ò¢ù»?4?àÊ¡¸«·«Ë«ç«ó«µ«ó¡¹?3ÛãõóÏ¢ª«ªé¡¸«·«Ë«ç«ó«µ«ó?¡¹ïÎ×ºá¶(03-004)ªËì¹ÔÑª·¡¢ «Î«É«¥«ë«½«à(«Î«É«¥«ëÓö)Û°Øüú¼ª­ªÎ«Ğ«¹ªË?ó³¡¢¡¸«Î«É«¥«ë«½«à(«Î«É«¥«ëÓö)¡¹ïÎ×ºá¶(03-340)ªÇù»ó³ı­¡¢å³125m ò¢ù»?9?àÊ¡¸«Î«É«¥«ë¡¹?2ÛãõóÏ¢,  738m"
"27716","ja","«Î«¦«ëÍëê®","https://japanese.visitseoul.net/nature/noeul-park-jp/JPP027691?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP027691","121-832 «½«¦«ëã¼Ø«øİ?ß¾äÛÔ× 481-6","03900 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Ï«Ì«ë«´«ó«¦«©«ó«í 108-2 (ß¾äÛÔ×)","+82-2-300-5501","https://parks.seoul.go.kr/eng/main.do","5:00~20:00 êÅª´ªÈªË×µÔÑîÜ(ìíªÎõóãÁ~ìí?ãÁªŞªÇ) *?êÅê¡?ãÁÊàª¬ì¶ªÊªêªŞª¹¡£ßÙª·ª¯ªÏ«¦«§«Ö«µ«¤«ÈªÇª´ü¬ìãª¯ªÀªµª¤¡£","","","ò¢ù»?6?àÊ¡¸«ï?«ë«É«««Ã«×«­«ç«ó«®«¸«ã«ó¡¹?1ÛãõóÏ¢ª«ªé¡¸«á«ó«³«ó«¤ï³?í»ÔÑó³¡¹«Á«±«Ã«È?ªêíŞªŞªÇå³803m ò¢ù»?6?àÊ¡¸«ï?«ë«É«««Ã«×«­«ç«ó«®«¸«ã«ó¡¹?1ÛãõóÏ¢,  3.3km"
"29277","ja","«Î«Ã«µ«Ô«ç«ó?ò¢ù»éıâúïÔê®","https://japanese.visitseoul.net/nature/noksapyeong-station-underground-art-garden-jp/JPP029239?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP029239","140-024 «½«¦«ëã¼×£ß£?×£ß£Ô×4Ê¶4 ","04353 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«Î«Ã«µ«Ô«ç«ó«Ç«íò¢ù»195 (×£ß£Ô×4Ê¶)","","","","","","ò¢ù»?6?àÊ¡¸«Î«Ã«µ«Ô«ç«ó¡¹?,  115m"
"22599","ja","«¹«é«¯«µ«ó(â©Õªß£)","https://japanese.visitseoul.net/nature/suraksan-mountain-jp/JPP003165?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003165","139-200 «½«¦«ëã¼ÒÈê«?ß¾ÌıÔ× ìé?","139-200 «½«¦«ëã¼«Î«¦«©«ó(ÒÈê«)?«µ«ó«²«É«ó(ß¾ÌıÔ×) ìé?","","","","","","ò¢ù»?7?àÊ¡¸«¹«é«¯«µ«ó¡¹? 1ÛãõóÏ¢,  72m ò¢ù»?4?àÊ¡¸«¿«ó«´«²¡¹?5ÛãõóÏ¢,  291m"
"2088","ja","«Ş«í«Ë«¨Íëê®","https://japanese.visitseoul.net/nature/marronnier-park-jp/JPP002071?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002071","110-809 «½«¦«ëã¼ñ£ÖØ?ÔÔâıÔ× 1-121","03087 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Æ«Ï«¯«í104 (ÔÔâıÔ×)","+82-2-2148-2843","https://parks.seoul.go.kr/parks/detailView.do?pIdx=72&tabTarget=1","","","","ò¢ù»?4?àÊ¡¸«Ø«Õ«¡¡¹?2ÛãõóÏ¢, 93m"
"24237","ja","ÙşûùİáõëĞñò¢","https://japanese.visitseoul.net/nature/oil-reservoir-culture-park-jp/JPP023543?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP023543","121-250 «½«¦«ëã¼Ø«øİ?àòß£Ô×661 ","03914 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Á«å«ó«µ«ó«í87 (àòß£Ô×)","+82-2-376-8410","http://parks.seoul.go.kr/template/sub/culturetank.do","Íëê® Ò´ñéÙíıÌßÈãÁËÒÛ¯ / «¿«ó«¯ 10:00-18:00 ","Íëê® Ò´ñéÙíıÌßÈãÁËÒÛ¯ / «¿«ó«¯ ûıèøìí?ìíèøìí ","êÅèøìí(«¿«ó«¯ªÎªß) ","ò¢ù»?6?àÊ¡¸«ï?«ë«É«««Ã«×«­«ç«ó«®«¸«ã«ó¡¹?2ÛãõóÏ¢,  790m"
